country,admin1,population,events,score
Slovenia,Hrastnik,3709,1,1
Slovenia,Radovljica,7028,1,1
Lithuania,Siauliu,10105,6,1
Lithuania,Panevezio,53900,7,1
Lithuania,Marijampoles,31592,4,1
Latvia,Ventspils,10078,2,1
Norway,Svalbard,,8,1
Armenia,Aragatsotn,63797,56,2
Armenia,Ararat,232699,953,3
Armenia,Armavir,165661,115,2
Armenia,Gegharkunik,140401,781,3
Armenia,Kotayk,304318,67,2
Armenia,Lori,48335,85,2
Armenia,Shirak,111264,165,2
Armenia,Syunik,81429,385,3
Armenia,Tavush,72772,2031,3
Armenia,Vayots Dzor,28871,710,3
Armenia,Yerevan,98049,1900,3
Azerbaijan,Absheron,105176,6,1
Azerbaijan,Agdam,169967,3320,3
Azerbaijan,Agdash,12886,1,1
Azerbaijan,Aghjabadi,57739,795,3
Azerbaijan,Agstafa,23313,75,2
Azerbaijan,Agsu,18504,0,1
Azerbaijan,Xocali,10357,185,2
Azerbaijan,Shusha,13905,290,3
Azerbaijan,Astara,75431,1,1
Azerbaijan,Babek,1539,6,1
Azerbaijan,Baku,82230,358,3
Azerbaijan,Balakan,2682,1,1
Azerbaijan,Barda,59381,19,1
Azerbaijan,Beylagan,12763,4,1
Azerbaijan,Bilasuvar,9988,2,1
Azerbaijan,Dashkasan,17404,41,1
Azerbaijan,Fizuli,58651,4072,3
Azerbaijan,Gadabay,21497,1076,3
Azerbaijan,Ganja,87311,17,1
Azerbaijan,Goranboy,24135,915,3
Azerbaijan,Goychay,29305,3,1
Azerbaijan,Goygol,12871,48,1
Azerbaijan,Jabrayil,38327,133,2
Azerbaijan,Khojavend,89325,1354,3
Azerbaijan,Hajigabul,13698,0,1
Azerbaijan,Imishli,11390,0,1
Azerbaijan,Ismailli,6437,0,1
Azerbaijan,Jalilabad,49490,2,1
Azerbaijan,Julfa,9141,2,1
Azerbaijan,Kangarli,14188,0,1
Azerbaijan,Zengilan,42266,67,2
Azerbaijan,Lacin,147734,109,2
Azerbaijan,Qubadli,45794,65,2
Azerbaijan,Khachmaz,38712,6,1
Azerbaijan,Khizi,5597,2,1
Azerbaijan,Kurdamir,24358,3,1
Azerbaijan,Lankaran,22171,2,1
Azerbaijan,Lerik,8921,0,1
Azerbaijan,Tartar,67788,2491,3
Azerbaijan,Kelbecer,70980,343,3
Azerbaijan,Masally,23360,0,1
Azerbaijan,Mingachevir,85153,5,1
Azerbaijan,Naftalan,2895,1,1
Azerbaijan,Nakhchivan,150058,17,1
Azerbaijan,Neftchala,18681,1,1
Azerbaijan,Oghuz,8927,1,1
Azerbaijan,Ordubad,12260,9,1
Azerbaijan,Qabala,12312,2,1
Azerbaijan,Qakh,13156,1,1
Azerbaijan,Qazakh,31342,1639,3
Azerbaijan,Quba,30776,3,1
Azerbaijan,Qusar,12196,3,1
Azerbaijan,Saatly,19023,5,1
Azerbaijan,Sabirabad,18003,0,1
Azerbaijan,Sadarak,18602,37,1
Azerbaijan,Salyan,5142,2,1
Azerbaijan,Samukh,10176,0,1
Azerbaijan,Shabran,1617,1,1
Azerbaijan,Shakhbuz,12462,6,1
Azerbaijan,Shaki,29420,4,1
Azerbaijan,Shamakhi,9513,0,1
Azerbaijan,Shamkir,43315,1,1
Azerbaijan,Sharur,14665,11,1
Azerbaijan,Shirvan,50157,0,1
Azerbaijan,Siazan,24262,1,1
Azerbaijan,Stepanakert,2067,233,3
Azerbaijan,Sumqayit,291171,7,1
Azerbaijan,Tovuz,29635,1159,3
Azerbaijan,Ujar,31926,0,1
Azerbaijan,Yardymli,22815,1,1
Azerbaijan,Yevlakh,27674,3,1
Azerbaijan,Zaqatala,4392,2,1
Azerbaijan,Zardab,12381,2,1
Georgia,Autonomous Republic of Abkhazia,105570,91,2
Georgia,Autonomous Republic of Adjara,380570,808,3
Georgia,Guria,45533,121,2
Georgia,Imereti,155414,508,3
Georgia,Kakheti,143035,235,3
Georgia,Kvemo Kartli,129976,231,3
Georgia,Leningor,0,2,1
Georgia,Mtskheta-Mtianeti,20568,40,1
Georgia,Racha-Lechkhumi and Kvemo Svaneti,10109,25,1
Georgia,Samegrelo-Zemo Svaneti,151438,419,3
Georgia,Samtskhe-Javakheti,57110,53,2
Georgia,Tskhinvali,26022,74,2
Georgia,Shida Kartli,137193,225,3
Georgia,Dzau,0,0,1
Georgia,Znaur,809,1,1
Georgia,Tbilisi,439119,2430,3
Kazakhstan,Almaty,762145,420,3
Kazakhstan,Almaty City,27260,901,3
Kazakhstan,Aqmola,193492,94,2
Kazakhstan,Aqtobe,338124,378,3
Kazakhstan,Astana City,364901,591,3
Kazakhstan,Atyrau,196749,343,3
Kazakhstan,East Kazakhstan,214579,275,3
Kazakhstan,Kostanay,215547,43,1
Kazakhstan,Kyzylorda,350739,159,2
Kazakhstan,Mangystau,192992,920,3
Kazakhstan,North Kazakhstan,211199,78,2
Kazakhstan,Pavlodar,57122,46,1
Kazakhstan,Qaraghandy,243612,205,3
Kazakhstan,Shymkent,314185,333,3
Kazakhstan,Turkistan,762694,265,3
Kazakhstan,West Kazakhstan,204122,214,3
Kazakhstan,Zhambyl,378256,200,3
Kyrgyzstan,Batken,355141,258,3
Kyrgyzstan,Bishkek,875375,1051,3
Kyrgyzstan,Chui,645681,189,2
Kyrgyzstan,Issyk-Kul,115183,112,2
Kyrgyzstan,Jalal-Abad,447864,177,2
Kyrgyzstan,Naryn,56554,102,2
Kyrgyzstan,Osh,342411,140,2
Kyrgyzstan,Osh City,97164,157,2
Kyrgyzstan,Talas,107500,74,2
Tajikistan,Districts of Republican Subordination,38502,5,1
Tajikistan,Dushanbe,708614,49,1
Tajikistan,Gorno-Badakhshan Autonomous,48779,37,1
Tajikistan,Khatlon,371583,27,1
Tajikistan,Sughd,274578,57,2
Turkmenistan,Ashgabat,12783,12,1
Turkmenistan,Balkan,126952,4,1
Turkmenistan,Dasoguz,21030,3,1
Turkmenistan,Lebap,194044,15,1
Turkmenistan,Mary,146998,15,1
Uzbekistan,Andizhan,488335,54,2
Uzbekistan,Bukhara,118300,17,1
Uzbekistan,Dzhizak,165898,19,1
Uzbekistan,Fergana,717863,61,2
Uzbekistan,Kashkadarya,440024,72,2
Uzbekistan,Khorezm,315975,21,1
Uzbekistan,Namangan,284025,37,1
Uzbekistan,Navoi,192231,17,1
Uzbekistan,Republic of Karakalpakstan,935644,86,2
Uzbekistan,Samarkand,674568,54,2
Uzbekistan,Sirdaryo,152728,21,1
Uzbekistan,Surkhandarya,785571,69,2
Uzbekistan,Tashkent,885073,64,2
Uzbekistan,Tashkent City,989995,499,3
Latvia,Tukuma,3198,3,1
Hungary,Nograd,17278,7,1
Hungary,Tolna,38790,4,1
Hungary,Jasz-Nagykun-Szolnok,37900,13,1
Slovenia,Metlika,6198,3,1
Hungary,Zala,33706,14,1
Slovenia,Kranjska Gora,31,1,1
Latvia,Saldus,2346,2,1
Latvia,Limbazu,11031,3,1
Latvia,Talsu,2515,2,1
Latvia,Gulbenes,9207,2,1
Latvia,Bauskas,24795,3,1
Latvia,Skrundas,1753,1,1
Latvia,Kuldigas,27416,2,1
Slovenia,Radenci,1556,1,1
Slovenia,Skofja Loka,23239,2,1
Slovenia,Slovenj Gradec,10104,5,1
Latvia,Ropazu,6310,2,1
Slovenia,Kocevje,9514,3,1
Lithuania,Telsiu,64590,4,1
Lithuania,Taurages,5169,4,1
Iceland,Sveitarfelagid Skagastrond,262,1,1
Iceland,Fjardabyggd,3676,2,1
Iceland,Borgarbyggd,369,1,1
Latvia,Rezekne,47002,2,1
Greenland,Qeqertalik,3234,1,1
Greenland,Qeqqata,13149,5,1
Slovenia,Slovenske Konjice,6102,2,1
Slovenia,Hoce-Slivnica,1854,1,1
Slovenia,Gorje,2756,2,1
Slovenia,Sempeter-Vrtojba,4086,1,1
Slovenia,Solcava,321,2,1
Iceland,Sveitarfelagid Skagafjordur,3797,2,1
Greenland,Avannaata,8944,3,1
Latvia,Dobeles,8106,3,1
Bahrain,Capital,507779,6519,3
Bahrain,Muharraq,,487,3
Bahrain,Northern,284363,5988,3
Bahrain,Southern,225411,734,3
Iran,Alborz,1321387,564,3
Iran,Ardabil,752783,397,3
Iran,Bushehr,663633,866,3
Iran,Chaharmahal and Bakhtiari,326574,388,3
Iran,East Azerbaijan,1091259,1081,3
Iran,Fars,1120904,1113,3
Iran,Gilan,911883,1070,3
Iran,Golestan,943075,286,3
Iran,Hamadan,441448,439,3
Iran,Hormozgan,,746,3
Iran,Ilam,348240,577,3
Iran,Isfahan,1493967,1785,3
Iran,Kerman,1182456,854,3
Iran,Kermanshah,543815,1180,3
Iran,Khuzestan,1293750,4654,3
Iran,Kohgiluyeh and Boyer-Ahmad,304357,661,3
Iran,Kurdistan,678899,1500,3
Iran,Lorestan,725436,827,3
Iran,Markazi,219178,731,3
Iran,Mazandaran,,811,3
Iran,North Khorasan,282569,237,3
Iran,Qazvin,580119,671,3
Iran,Qom,63972,258,3
Iran,Razavi Khorasan,941192,1207,3
Iran,Semnan,259251,394,3
Iran,Sistan and Baluchestan,,1347,3
Iran,South Khorasan,366713,161,2
Iran,Tehran,4757864,5913,3
Iran,West Azerbaijan,1304474,1184,3
Iran,Yazd,266716,566,3
Iran,Zanjan,217538,414,3
Iraq,Al Anbar,,6262,3
Iraq,Al Najaf,387764,498,3
Iraq,Baghdad,4513421,6239,3
Iraq,Babil,642542,730,3
Iraq,Salah Al Din,,3405,3
Iraq,Al Basrah,,3005,3
Iraq,Ninewa,,8297,3
Iraq,Duhok,,14706,3
Iraq,Diyala,,3891,3
Iraq,Erbil,662885,5068,3
Iraq,Kirkuk,976198,3736,3
Iraq,Kerbala,938595,350,3
Iraq,Maysan,700800,1376,3
Iraq,Al Muthanna,357624,1385,3
Iraq,Al Qadissiya,630522,885,3
Iraq,Al Sulaymaniyah,,1550,3
Iraq,Thi Qar,1138895,2337,3
Iraq,Wassit,645756,648,3
Israel,HaDarom,,3467,3
Israel,HaMerkaz,1616553,2759,3
Israel,Haifa,646251,1837,3
Israel,HaZafon,1124084,4511,3
Israel,Jerusalem,828485,1793,3
Palestine,West Bank,,47642,3
Israel,Tel Aviv,880904,2221,3
Jordan,Ajlun,144124,51,2
Jordan,Al Aqabah,183863,140,2
Jordan,Al Balqa,273715,233,3
Jordan,Madaba,152205,175,2
Jordan,Al Karak,172022,303,3
Jordan,Al Mafraq,204068,180,2
Jordan,Amman,2700076,1649,3
Jordan,At Tafilah,76909,115,2
Jordan,Az Zarqa,941413,272,3
Jordan,Irbid,1420711,602,3
Jordan,Jerash,70861,71,2
Jordan,Maan,89439,204,3
Kuwait,Al Ahmadi,143670,3,1
Kuwait,Al Asimah,,107,2
Kuwait,Al Farwaniyah,365966,7,1
Kuwait,Al Jahra,205152,8,1
Kuwait,Hawalli,609356,2,1
Kuwait,Mubarak al Kabir,31163,2,1
Lebanon,Akkar,117357,1180,3
Lebanon,North,734956,2761,3
Lebanon,Baalbek-Hermel,263164,2153,3
Lebanon,Beirut,756606,3032,3
Lebanon,Bekaa,242868,1763,3
Lebanon,Mount Lebanon,2610109,3133,3
Lebanon,Al Nabatieh,,11009,3
Lebanon,South,,7083,3
Oman,Ad Dakhiliyah,118586,4,1
Oman,Al Batinah North,,5,1
Oman,Al Batinah South,48377,3,1
Oman,Al Buraymi,59910,1,1
Oman,Al Wusta,24589,0,1
Oman,Ash Sharqiyah North,57385,1,1
Oman,Ash Sharqiyah South,,4,1
Oman,Ad Dhahirah,23963,4,1
Oman,Dhofar,,10,1
Oman,Muscat,168765,15,1
Oman,Musandam,,1,1
Palestine,Gaza Strip,,32716,3
Qatar,Ad Dawnah,385134,40,1
Qatar,Al Daayen,1001,0,1
Qatar,Ash Sheehaniya,8274,3,1
Qatar,Al Wakrah,72658,0,1
Qatar,Ar Rayyan,119650,10,1
Qatar,Ash Shamal,10550,2,1
Qatar,Umm Salal,6320,3,1
Saudi Arabia,Al Bahah,55060,0,1
Saudi Arabia,Northern Borders,26569,1,1
Saudi Arabia,Al Jawf,121755,1,1
Saudi Arabia,Al Madinah,,12,1
Saudi Arabia,Al Qassim,145231,3,1
Saudi Arabia,Ar Riyadh,506977,85,2
Saudi Arabia,Eastern,1081025,110,2
Saudi Arabia,Asir,180733,432,3
Saudi Arabia,Hail,100764,2,1
Saudi Arabia,Jizan,,1946,3
Saudi Arabia,Mecca,,55,2
Saudi Arabia,Najran,284861,893,3
Saudi Arabia,Tabuk,,3,1
Syria,Al Hasakeh,,10714,3
Syria,Aleppo,3858416,26511,3
Syria,Idleb,,27533,3
Syria,Ar Raqqa,737891,9527,3
Syria,As Sweida,380983,2538,3
Syria,Rural Damascus,1964708,9035,3
Syria,Damascus,1585999,2108,3
Syria,Dara,923216,9457,3
Syria,Deir ez Zor,,16972,3
Syria,Homs,,5607,3
Syria,Hama,1092741,18244,3
Syria,Lattakia,,2929,3
Syria,Quneitra,106063,1698,3
Syria,Tartous,209709,198,2
Turkey,Mersin,,843,3
Turkey,Adana,656115,1245,3
Turkey,Adiyaman,221019,256,3
Turkey,Afyonkarahisar,222307,84,2
Turkey,Burdur,,53,2
Turkey,Agri,415757,420,3
Turkey,Aksaray,91338,34,1
Turkey,Amasya,130500,96,2
Turkey,Ankara,5671949,4141,3
Turkey,Antalya,1090100,665,3
Turkey,Ardahan,41631,35,1
Turkey,Artvin,81487,154,2
Turkey,Aydin,,460,3
Turkey,Balikesir,,474,3
Turkey,Bartin,29476,45,1
Turkey,Batman,375073,850,3
Turkey,Bayburt,32507,39,1
Turkey,Bilecik,139584,81,2
Turkey,Bingol,144994,306,3
Turkey,Bitlis,183742,538,3
Turkey,Bolu,113175,118,2
Turkey,Duzce,174563,94,2
Turkey,Bursa,1031430,741,3
Turkey,Canakkale,,462,3
Turkey,Cankiri,76034,35,1
Turkey,Corum,399868,112,2
Turkey,Denizli,409436,320,3
Turkey,Diyarbakir,927160,3671,3
Turkey,Edirne,235038,263,3
Turkey,Elazig,243567,206,3
Turkey,Erzincan,133034,103,2
Turkey,Erzurum,206486,239,3
Turkey,Eskisehir,226303,470,3
Turkey,Gaziantep,1097716,462,3
Turkey,Giresun,205619,102,2
Turkey,Gumushane,69171,53,2
Turkey,Hakkari,242525,2004,3
Turkey,Hatay,907095,668,3
Turkey,Igdir,102877,140,2
Turkey,Isparta,391756,36,1
Turkey,Istanbul,,7890,3
Turkey,Izmir,,3941,3
Turkey,Kahramanmaras,548019,125,2
Turkey,Karabuk,63687,63,2
Turkey,Karaman,171160,50,2
Turkey,Kars,133748,158,2
Turkey,Kastamonu,,52,2
Turkey,Kayseri,672820,271,3
Turkey,Kilis,117015,92,2
Turkey,Kirikkale,164664,51,2
Turkey,Kirklareli,,168,2
Turkey,Kirsehir,142498,60,2
Turkey,Kocaeli,,735,3
Turkey,Konya,653289,245,3
Turkey,Kutahya,314438,133,2
Turkey,Malatya,267105,247,3
Turkey,Manisa,776025,354,3
Turkey,Mardin,472172,1191,3
Turkey,Mugla,,1083,3
Turkey,Mus,139843,376,3
Turkey,Nevsehir,73761,56,2
Turkey,Nigde,82219,62,2
Turkey,Ordu,,124,2
Turkey,Osmaniye,256920,119,2
Turkey,Rize,218278,132,2
Turkey,Sakarya,305085,191,2
Turkey,Samsun,749096,369,3
Turkey,Sanliurfa,1026384,889,3
Turkey,Siirt,200383,517,3
Turkey,Sinop,,63,2
Turkey,Sirnak,278027,1853,3
Turkey,Sivas,121249,130,2
Turkey,Tekirdag,,250,3
Turkey,Tokat,337259,59,2
Turkey,Trabzon,382596,180,2
Turkey,Tunceli,27859,906,3
Turkey,Usak,292624,64,2
Turkey,Van,642769,1653,3
Turkey,Yalova,256795,49,1
Turkey,Yozgat,146888,48,1
Turkey,Zonguldak,385563,120,2
United Arab Emirates,Abu Dhabi,285586,30,1
United Arab Emirates,Ajman,59284,0,1
United Arab Emirates,Ash Shariqah,,3,1
United Arab Emirates,Dubai,161961,12,1
United Arab Emirates,Al Fujayrah,,2,1
United Arab Emirates,Ras Al Khaymah,81665,0,1
United Arab Emirates,Umm Al Qaywayn,2834,0,1
Yemen,Abyan,,3156,3
Yemen,Al Bayda,,3706,3
Yemen,Ad Dali,489000,4702,3
Yemen,Aden,,3868,3
Yemen,Taizz,,12343,3
Yemen,Marib,,10013,3
Yemen,Al Hudaydah,,15430,3
Yemen,Al Jawf,384550,5483,3
Yemen,Al Mahrah,,325,3
Yemen,Al Mahwit,416034,886,3
Yemen,Amanat al Asimah,2481204,3597,3
Yemen,Sanaa,,4870,3
Yemen,Amran,,1407,3
Yemen,Dhamar,,1440,3
Yemen,Ibb,,3760,3
Yemen,Hadramawt,,1424,3
Yemen,Hajjah,,5847,3
Yemen,Lahij,,2892,3
Yemen,Raymah,,548,3
Yemen,Sadah,,14779,3
Yemen,Shabwah,,3028,3
Yemen,Suqutra,,272,3
Qatar,Al Khor,30264,3,1
Saudi Arabia,Ash Sharqiyah,,1,1
United States,Alabama,649844,955,3
United States,Alaska,107113,310,3
United States,Mississippi,464550,533,3
United States,Texas,4054152,3400,3
United States,Massachusetts,2825772,3759,3
United States,New Mexico,310748,650,3
United States,Missouri,1404710,1388,3
United States,Arizona,868684,1579,3
United States,Arkansas,576495,521,3
United States,California,,12214,3
United States,Louisiana,703892,941,3
United States,Colorado,1041828,1396,3
United States,Connecticut,1190187,1733,3
United States,Delaware,320671,250,3
United States,District of Columbia,348260,2101,3
United States,Florida,4170563,4489,3
United States,Georgia,1852689,1870,3
United States,Hawaii,514909,515,3
United States,Idaho,491837,534,3
United States,Illinois,3868476,3463,3
United States,Indiana,,1296,3
United States,Iowa,932610,892,3
United States,Kansas,633529,522,3
United States,Kentucky,914468,1025,3
United States,Maine,379222,821,3
United States,Maryland,1782611,1573,3
United States,Michigan,2438227,2574,3
United States,Minnesota,1507165,1886,3
United States,Montana,249652,411,3
United States,Nebraska,502018,429,3
United States,Nevada,,673,3
United States,New Hampshire,402647,606,3
United States,New Jersey,4659179,1576,3
United States,New York,,9961,3
United States,North Carolina,1492972,2529,3
United States,North Dakota,181063,214,3
United States,Ohio,2977626,2372,3
United States,Oklahoma,617714,629,3
United States,Oregon,1585682,2086,3
United States,Pennsylvania,3856295,4219,3
United States,Rhode Island,360368,621,3
United States,South Carolina,693005,977,3
United States,South Dakota,184618,205,3
United States,Tennessee,842653,1565,3
United States,Utah,1060719,715,3
United States,Vermont,180099,627,3
United States,Virginia,1540320,2309,3
United States,Washington,1770955,2249,3
United States,West Virginia,366149,508,3
United States,Wisconsin,1085482,1764,3
United States,Wyoming,138647,237,3
Canada,Alberta,711075,892,3
Canada,British Columbia,1639780,1514,3
Canada,Ontario,2701441,2957,3
Canada,Saskatchewan,182615,302,3
Canada,New Brunswick,156723,222,3
Canada,Nova Scotia,180931,350,3
Canada,Quebec,1508801,1635,3
Canada,Nunavut,17020,39,1
Canada,Newfoundland and Labrador,122287,192,2
Canada,Manitoba,221767,461,3
Canada,Yukon,4623,75,2
New Zealand,Bay of Plenty,85532,52,2
Samoa,Aiga-i-le-Tai,5722,1,1
Samoa,Tuamasaga,40250,18,1
Samoa,Faaasaleleaga,15125,3,1
Canada,Northwest Territories,31361,37,1
Guam,Dededo,7343,3,1
Guam,Mangilao,1498,1,1
Guam,Tamuning,14444,23,1
Vanuatu,Sanma,27686,1,1
New Zealand,West Coast,13324,6,1
Samoa,Aana,158,1,1
Fiji,Northern,14004,3,1
Fiji,Western,54895,7,1
Micronesia,Pohnpei,22399,2,1
New Zealand,Tasman,35370,7,1
Solomon Islands,Temotu,763,1,1
Papua New Guinea,Manus,4313,3,1
Guam,Yigo,4053,3,1
Solomon Islands,Isabel,2631,1,1
Tonga,Tongatapu,26962,5,1
New Zealand,Hawke's Bay,23121,45,1
Northern Mariana Islands,Southern,4228,11,1
Guam,Barrigada,2500,1,1
New Zealand,Otago,31162,65,2
Canada,Prince Edward Island,53970,86,2
New Zealand,Canterbury,77148,157,2
New Zealand,Manawatu-Whanganui,87121,55,2
New Zealand,Auckland,710415,212,3
Christmas Island,Christmas Island,1089,2,1
Cocos (Keeling) Islands,Cocos (Keeling) Islands,518,0,1
Australia,Jervis Bay Territory,196,0,1
Norfolk Island,Norfolk Island,,0,1
New Zealand,Chatham Islands,310,1,1
New Zealand,Gisborne,11077,7,1
New Zealand,Nelson,3186,51,2
New Zealand,Taranaki,17462,57,2
Papua New Guinea,National Capital District,41482,196,2
American Samoa,Western,4473,1,1
American Samoa,Manua,143,0,1
American Samoa,Swains Island,49,0,1
American Samoa,Rose Island,1,0,1
Fiji,Eastern,796,0,1
Fiji,Rotuma,123,0,1
Guam,Hagatna,912,28,1
Kiribati,Gilbert Islands,180798,3,1
Kiribati,Line Islands,3251,0,1
Kiribati,Phoenix Islands,157,0,1
Marshall Islands,Kwajalein,5808,0,1
Marshall Islands,Majuro,3128,5,1
Micronesia,Chuuk,31626,0,1
Micronesia,Kosrae,298,0,1
Micronesia,Yap,2259,0,1
Nauru,Yaren,7524,3,1
Palau,Airai,119,0,1
Palau,Kayangel,429,0,1
Palau,Melekeok,464,2,1
Palau,Sonsorol,625,0,1
Solomon Islands,Makira-Ulawa,162,0,1
Tonga,Haapai,8102,0,1
Tonga,Vavau,1215,0,1
Tonga,Niuas,708,0,1
Tuvalu,Funafuti,4615,1,1
Tuvalu,Niutao,1220,0,1
Vanuatu,Shefa,71928,12,1
Vanuatu,Malampa,507,0,1
Cook Islands,Northern,189,0,1
Cook Islands,Southern,2684,5,1
Heard Island and McDonald Islands,Heard Island and McDonald Islands,,0,1
Niue,Niue,1405,1,1
Northern Mariana Islands,Northern,0,0,1
Tokelau,Atafu,477,1,1
Tokelau,Nukunonu,711,0,1
Tokelau,Fakaofo,1020,0,1
Argentina,Buenos Aires,8650303,3453,3
Argentina,Catamarca,195883,762,3
Argentina,Chaco,363334,135,2
Argentina,Rio Negro,494773,788,3
Argentina,Chubut,368296,2337,3
Argentina,Ciudad Autonoma de Buenos Aires,2120541,1848,3
Argentina,Cordoba,871099,1245,3
Argentina,Corrientes,453745,326,3
Argentina,Entre Rios,514183,140,2
Argentina,Formosa,217405,332,3
Argentina,Jujuy,383467,331,3
Argentina,La Pampa,294298,867,3
Argentina,La Rioja,84439,51,2
Argentina,Mendoza,509942,423,3
Argentina,Misiones,667260,207,3
Argentina,Neuquen,200940,251,3
Argentina,Salta,385609,206,3
Argentina,San Juan,294679,320,3
Argentina,San Luis,345414,393,3
Argentina,Santa Cruz,163117,656,3
Argentina,Santa Fe,1322262,1174,3
Argentina,Santiago del Estero,342525,177,2
Argentina,Tierra del Fuego,42815,61,2
Argentina,Tucuman,603568,858,3
Bolivia,Beni,206696,145,2
Bolivia,Chuquisaca,301924,765,3
Bolivia,Cochabamba,783341,1913,3
Bolivia,La Paz,,1499,3
Bolivia,Oruro,,525,3
Bolivia,Pando,50661,37,1
Bolivia,Potosi,234810,332,3
Bolivia,Santa Cruz,1052199,2278,3
Bolivia,Tarija,186844,259,3
Brazil,Acre,237731,1161,3
Brazil,Alagoas,1099057,3466,3
Brazil,Amapa,561808,1568,3
Brazil,Amazonas,1845781,5020,3
Brazil,Bahia,,10048,3
Brazil,Ceara,2026440,2381,3
Brazil,Distrito Federal,1013724,1162,3
Brazil,Espirito Santo,905315,2450,3
Brazil,Goias,2037644,1235,3
Brazil,Maranhao,,1304,3
Brazil,Mato Grosso,,3178,3
Brazil,Mato Grosso do Sul,836934,2838,3
Brazil,Minas Gerais,,6561,3
Brazil,Para,,4430,3
Brazil,Paraiba,1235235,2464,3
Brazil,Parana,2664618,2600,3
Brazil,Pernambuco,,5025,3
Brazil,Piaui,728958,2043,3
Brazil,Rio de Janeiro,4856010,23414,3
Brazil,Rio Grande do Norte,1249581,1597,3
Brazil,Rio Grande do Sul,3040175,3054,3
Brazil,Rondonia,408765,1190,3
Brazil,Roraima,172521,1110,3
Brazil,Santa Catarina,2138816,1738,3
Brazil,Sao Paulo,10901699,9142,3
Brazil,Sergipe,743592,1080,3
Brazil,Tocantins,564985,950,3
Chile,Antofagasta,,745,3
Chile,Araucania,,1821,3
Chile,Arica y Parinacota,85464,328,3
Chile,Atacama,47506,364,3
Chile,Aysen,80476,73,2
Chile,Biobio,,2307,3
Chile,Coquimbo,,667,3
Chile,Los Lagos,,1028,3
Chile,Los Rios,165642,789,3
Chile,Magallanes,50796,167,2
Chile,Maule,,288,3
Chile,Metropolitana,2621107,3196,3
Chile,Nuble,134170,56,2
Chile,O'Higgins,301057,196,2
Chile,Tarapaca,165481,500,3
Chile,Valparaiso,,1938,3
Colombia,Antioquia,,3293,3
Colombia,Arauca,172056,1722,3
Colombia,Boyaca,,164,2
Colombia,Atlantico,728848,1016,3
Colombia,"Bogota, D.C.",3127115,2377,3
Colombia,Bolivar,1152901,1899,3
Colombia,Caldas,567348,379,3
Colombia,Caqueta,201080,380,3
Colombia,Casanare,254416,115,2
Colombia,Cauca,,3462,3
Colombia,Cesar,762793,588,3
Colombia,Choco,,1217,3
Colombia,Cordoba,938017,787,3
Colombia,Cundinamarca,1168251,389,3
Colombia,Guainia,25672,17,1
Colombia,Guaviare,82804,214,3
Colombia,Huila,,280,3
Colombia,La Guajira,,1244,3
Colombia,Magdalena,788732,614,3
Colombia,Meta,270868,591,3
Colombia,Narino,,1814,3
Colombia,Norte de Santander,847505,3199,3
Colombia,Putumayo,,558,3
Colombia,Quindio,176100,100,2
Colombia,Risaralda,482575,344,3
Colombia,San Andres y Providencia,,19,1
Colombia,Santander,1353130,1137,3
Colombia,Sucre,541295,471,3
Colombia,Tolima,654612,685,3
Colombia,Valle del Cauca,,2103,3
Colombia,Vaupes,34194,10,1
Colombia,Vichada,22541,32,1
Ecuador,Azuay,496247,533,3
Ecuador,Bolivar,79425,70,2
Ecuador,Canar,105292,94,2
Ecuador,Carchi,102282,98,2
Ecuador,Chimborazo,182504,323,3
Ecuador,Cotopaxi,156950,137,2
Ecuador,El Oro,335540,1179,3
Ecuador,Esmeraldas,365072,547,3
Ecuador,Galapagos,28591,17,1
Ecuador,Guayas,1362537,1373,3
Ecuador,Imbabura,276555,181,2
Ecuador,Loja,246519,217,3
Ecuador,Los Rios,400652,728,3
Ecuador,Manabi,777757,1336,3
Ecuador,Morona Santiago,85425,58,2
Ecuador,Napo,45671,67,2
Ecuador,Orellana,,64,2
Ecuador,Pastaza,28561,104,2
Ecuador,Pichincha,1059557,1364,3
Ecuador,Santa Elena,190515,316,3
Ecuador,Santo Domingo de los Tsachilas,47157,198,2
Ecuador,Sucumbios,88986,92,2
Ecuador,Tungurahua,311668,426,3
Ecuador,Zamora Chinchipe,32383,53,2
Paraguay,Alto Paraguay,7377,116,2
Paraguay,Alto Parana,244782,635,3
Paraguay,Amambay,23876,131,2
Paraguay,Asuncion,339292,1915,3
Paraguay,Boqueron,25065,38,1
Paraguay,Caaguazu,157122,388,3
Paraguay,Caazapa,76597,73,2
Paraguay,Canindeyu,112535,314,3
Paraguay,Central,1191610,726,3
Paraguay,Concepcion,165119,234,3
Paraguay,Cordillera,161923,166,2
Paraguay,Guaira,38237,184,2
Paraguay,Itapua,307463,407,3
Paraguay,Misiones,64899,340,3
Paraguay,Neembucu,45122,72,2
Paraguay,Paraguari,132596,213,3
Paraguay,Presidente Hayes,45858,128,2
Paraguay,San Pedro,155300,498,3
Peru,Amazonas,72335,43,1
Peru,Ancash,388740,627,3
Peru,Apurimac,161344,311,3
Peru,Arequipa,595023,1181,3
Peru,Ayacucho,208187,235,3
Peru,Cajamarca,275151,113,2
Peru,Callao,273399,60,2
Peru,Cusco,675850,876,3
Peru,Huancavelica,174399,197,2
Peru,Huanuco,377979,129,2
Peru,Ica,366318,462,3
Peru,Junin,738351,719,3
Peru,La Libertad,1051864,517,3
Peru,Lambayeque,697219,545,3
